actual,predicted
28716,13387.782991
11083,8385.15176
621,2219.79113957
193,-291.845213825
1369,1997.45028802
695997,2198.40823968
1047,1888.07189633
4304,418.759399889
23406115,6033.04539618
1943,5336.2102089
67712,2744.467944
1687,5539.80682031
25074,3286.11581712
1487,1240.42062637
4158,3823.76893933
1275,10413.8769712
152132,5217.3880914
220466,1518.89896635
2464,4507.75689627
3101,1841.11839224
4015,4826.55479445
1174,6053.82417523
604,1090.58527527
3064,3675.54274739
69,614.647874514
770,3333.54873364
294148,4604.73404614
8329,10584.7421913
72253,57.5477968916
6835,6316.77206527
3786,315.769485178
1030,4171.03992284
1448,1115.23487498
3534,6044.1124067
21914,12353.9671674
96338,1276.72110295
416,4093.60207207
377,671.429383952
182121,2041.74435377
706,1044.61401532
13344,1917.1458845
1906,2040.61673059
79890,12463.4641961
871,12305.9065465
740,650.47405857
14535,1506.13944681
1425,1433.10863755
563,1738.92404542
329,2383.22609391
827,2729.69126974
131,3409.54607297
2635,5476.01366513
4145,4349.94741282
558,491.21713207
909,1580.18981017
6465057,1172.32117266
88080,7639.65989165
465,2872.61764997
4961,10861.4459116
28971,17408.0016039
493,2305.05258364
4732,3668.15714802
373,10101.3697144
28853,8679.38247108
7556849,861.015650397
3190,3298.18576529
4937700,10581.0645084
9166,13481.8234082
844,1583.52494744
906,341.752596143
1455,959.292335691
451,1147.46764747
1287,4239.09232186
2533,4934.22280052
925,2099.65933733
336,427.658501332
1432,1463.22965663
127052,13164.5021202
1331,862.838834501
407,2203.67105519
3848,6950.36648736
820,17810.6653609
1378,7271.5830496
391,458.155579355
1083,5872.82957358
8738,5806.01071649
5551,750.553746085
17314606,6203.46709999
306,3766.77028252
4441,2189.54131232
7475376,19045.4026898
597,7365.58534942
235,1681.41609396
381,1884.18868056
354,832.747861051
83370,643.666531073
177,202.135633849
194290,3546.22422978
2605,7128.84400859
75931,4271.17167909
450,1830.55766679
2330,1155.83598391
97274,4477.91471196
7558806,2965.91349779
90,1163.69781112
1220,3743.59325253
2839,5397.98719986
52841,19228.5343141
662461,3129.24344365
305,-6.07481399698
48244,4457.58493322
9627,4400.74306773
494,3969.35030718
256562,5025.77774655
3712,1514.61500638
62554,11683.7358993
1885,1706.29614713
837,1229.76414264
39731175,978.169724779
232,2098.47378807
592,2105.83334706
529,-22.7677557174
1485,2436.08860844
693,944.844962257
4731,9285.44838945
10685,3032.08263856
4905,2659.60075599
172,1098.80347173
1280,402.267419716
3142,2284.75141874
60,1516.36795822
217700,27837.2326118
350,968.114465582
1329,-140.150015912
1878,1047.73679189
18801,6688.8727154
236,1582.76053892
539246,2904.58586291
462,873.055865785
77485,4813.0446464
482,397.170491595
15972,3026.74806745
117943,4469.06367587
2029,2522.66879701
893222,8481.33219387
9486217,2161.8373652
512,670.232176468
4734,3888.51235697
9437,6338.71291502
206,6143.90002297
231,1212.06964897
352,2137.85219732
1442,1261.15338394
1100,1281.51305575
1313,1513.7178494
1212794,325.17448704
108,2058.93330399
1520,444.018171413
63375,12011.9292283
169,1974.43719084
2557,607.095049563
22661,18337.7075835
5571,10918.8170546
169247,2046.35253241
488,2849.11629368
50355,3983.68124769
363,513.065982717
677,2133.39721325
588,182.688859272
2783,7893.47961148
1203034,3634.60573634
954,4852.9755502
437,466.183615903
276,3911.68894902
3201,7086.97965872
235,361.628230243
1385,536.757046862
2670,2805.5720809
724,787.351596364
696,-455.112127168
105396,15071.906978
350,1161.92094827
4207,1100.36336079
341,651.437871956
252,765.923508592
1080,10545.7231215
375,2038.38944349
74141,2211.90008408
463,5650.07944286
1094,3904.84645566
8926,3957.41479894
472,967.667158314
9630,2293.64190232
3499,1682.97900497
70345,1545.02612572
192007,7638.51186377
328333,5830.35913864
17688,5239.63554958
1360,5056.11715326
332,1500.71671712
397,671.014865788
2140,13132.3270913
370818,4983.81490135
275496,9035.61998727
988,1149.00216863
313,3229.54819941
2635,703.850814007
3508,4077.83970388
7774,3624.67630318
242,1388.3196286
3452,1696.63109266
656,624.840317224
3796,2694.28586936
336,16572.1226538
441,1285.65500655
1309,4653.86899915
37481,6848.85989702
265,513.303092347
11323,7452.91718869
2409,3196.18396485
12926,756.122064612
2241703,276.462264998
2439,4777.10378948
331700,12353.9000247
8133,1942.06377124
403,641.185832835
1715,873.920528243
268,1331.14842699
229,1895.99605896
398,859.477225591
1205779,2928.03691931
792,1307.25861607
8344,2028.69525378
258,3123.96276484
1462,2279.9034038
281,551.192208953
27021950,-249.518154478
8184,1851.89033978
1088,6086.3475846
52552,4301.67137336
122045,8246.12390187
270,877.454341915
104829,239.608455893
1143,1578.90298602
1254,8158.64027183
7837,1816.26453641
1753,2378.88119795
12114201,11228.8978807
709,2456.69253036
7983,1746.07422529
55127,3662.86439069
554,1269.96076096
1475,1291.91616144
9334094,3242.75292228
182285,2692.90424526
14358,2093.84589735
2417,1274.91757107
1566457,382.09910836
509,1160.89564652
1398,2994.3453216
2436,2044.69072115
27261,7739.28912284
1484,956.193022745
26982,4039.09929484
617,585.58652285
1435,862.750097159
4014,5387.84717284
246,200.182113251
373,696.048794214
18233,8335.19910564
875,4141.54270406
3790655,6797.38523442
2771383,5578.42398069
2760,3116.66515951
9090,868.062852866
16014127,3216.63714797
109668,485.249134979
2187,2153.67384042
468,1050.03934895
26363053,4959.07677688
13595,6693.59250848
42604570,5442.45703456
6532,306.985203464
494,2512.95365146
2088,1678.76266358
125,1084.21550954
175,3313.57791972
368,4256.34255838
599,3603.12050008
645,2343.1905024
5019,4603.29008345
21879,3120.67322257
330,-92.4833921241
231,2526.99339311
374,832.170002831
855,11530.4545197
352,2702.36438647
516,2765.56601434
10234,11913.5586673
637905,10808.9731051
572,477.472298474
8441,2125.10282963
2591,807.902162874
315,4751.55694633
2209,6750.46448189
45861,5851.36736304
280,5718.13438106
78,256.525691066
363,2436.9348401
490,983.928586855
256,924.535160464
312,2021.52919248
335,3121.98003214
21335,2283.81579702
1414,658.417860983
2604,1041.50312923
3515,5203.67186431
15486,2148.83336664
54370,2994.52575461
620,-147.03014184
2587,11362.1316492
2519,6981.18334641
56,3388.05522604
859,7292.90623814
9355,7844.96804783
827,453.347152156
4491,3270.7409635
1017,8895.38492505
396,1959.86130693
9206,3562.54459108
2467,1968.49479313
763,-164.964159365
137,485.426682154
115,1508.51761432
37926,3921.24228113
28520,3149.62611203
323,1241.55651784
738,2005.59988495
1640,2841.61348073
70929,3985.50729602
262,4772.03660016
243,1086.43539356
15124,5923.58001664
515,1238.86399924
1141,1380.7813121
967,4537.45523535
28130,4002.05654149
7931,3232.22440997
341,203.92882687
190,2189.45064498
11679371,3367.55507485
131,441.290258585
2829,2359.72254119
580,2800.01554511
670,692.920576244
1330,3053.87542062
1239705,5443.2386183
1256,153.175453033
5905,1298.67836965
268,5671.33533114
112,308.199224105
37546,4318.39846406
6502,4504.91480234
59904,5187.13536359
12938,4609.53048735
1497,1425.30130726
36128,9148.00470947
9070,1964.24688157
2056,962.392983059
58441,1345.41965105
8962,1905.74814744
1863,1509.66408494
3866,6680.77250545
1036,10027.1121189
1565,3182.86647665
212,1522.06761906
8365,2310.95255563
16648,6104.55285593
22688,2624.2320338
1512,2928.13921871
96345,1000.68867378
121685,3444.26919745
92931,6703.82193154
4112,22970.9188698
590,9725.57874766
1346,581.987768986
564,2403.58142852
1162,8033.80008106
1234,923.94623287
3912,7079.46512893
254,1951.01058259
324,2160.09602318
252,971.694509269
20045,784.538217571
2629,2648.53230432
403,1296.15866123
826,297.373452417
2142,9703.92423656
2244,6844.84281021
44540,11234.2286505
1519,11152.27128
200256,985.889096277
4674,6166.94178302
61252,4855.17914478
428,4224.83896473
607,1531.47306452
542,704.838742675
10976,6190.71084522
2176,2372.25189259
7184,4649.89550623
927313,4681.45098273
2192,9228.59388054
483,2982.01519912
0,7823.32658244
302034,5103.71633624
7618,11947.3641908
669,3772.38959794
9186,2238.87174999
558,6683.17590259
1772,2528.39639499
206280,4934.64685043
255977,9886.93005861
4003,1522.21212962
1351,4283.48581749
1389,12202.7753577
417,2398.4953344
343703,2107.50845502
12318,761.18557112
2962,2311.44546557
1123384,6273.00953205
1361,571.88566849
233,1437.5469981
724,1035.07165193
493858,1886.34021474
805,949.374289479
263,1004.75541889
2133,5826.76024549
1081,2120.04835532
80878,2624.83650145
6886,2409.448579
1614799,4811.6433421
420,3181.37583717
858,1211.70561327
380,345.692557614
2257,490.639984935
6721,640.610290055
56346,8353.55714656
738,6680.85609122
46306,1917.96574586
1557,4570.61501629
2542,429.305161501
75567,3014.71731767
36176,2057.48937924
341,3312.3405772
3416,1704.56230982
34090,4116.97646582
884,2045.025479
97,182.640498307
2620,1431.84540934
902869,12900.856299
17766,15409.8403835
347557,3335.63753646
3084,1266.77354535
1418,1116.48844938
326,2402.34196391
1569,5875.28920354
27174,10112.3270992
1438,592.364029541
663,2303.07745953
101,673.576748242
106137,9287.12861853
9619,2610.0171386
214,6988.29352028
790,7907.220853
0,2519.54974172
23144,6517.29468242
9074,3115.33247189
2000,742.243320064
15806,437.197867854
380,5658.64793438
537,4784.26224357
49063,7942.07721831
1212,5245.22735801
482,1411.78018245
466,1644.0100744
534,270.734072106
225,734.705477404
1476,1968.46664602
364,1578.25566708
903,4783.31892226
155,2060.03408309
1103,-76.5727727398
172920,4825.3208305
1207,8001.35521252
3260,6562.45414221
1376814,4948.94464095
451,4343.47956639
2943,11219.0941169
320,799.21859847
203640,4665.45960625
4234,4355.25551038
26211,3943.81788075
692,1862.59763283
383064,9771.56553296
1716990,568.058871989
1019,1777.83396554
1284,2573.68392962
136008,2724.27068071
155,2179.93716182
67796,7235.56390195
1136084,3993.992103
258786,1300.5234074
285242,2400.04419523
3975,6948.09809916
388,693.465922751
4396,2463.03786129
249,2013.99560004
603908,2344.70576334
1616,512.344170581
6483,5077.44346427
3766,2118.85897645
380,3749.82854115
1705,1788.85370824
3568,6435.25737941
3103,447.49764889
245686,5292.28126096
1261,4709.37773482
276,1844.8606158
2716,682.292284843
668,2598.90615634
417,1432.71993204
169135,1193.52972996
393,1242.4217351
16327866,11616.4597234
194,778.852361569
1136,3500.62879213
668,2463.84498149
761,6538.30727857
2939,3585.54746465
179,1986.11600048
2876,-77.2048093957
637,994.980707784
90562,1886.45066145
816,5918.3604295
187,707.581131783
940,333.401285024
2081,4017.28727055
272,696.284158062
4642991,10436.7103337
441466,10455.1523525
1772,3063.16634226
6892,1299.92395501
2241,593.324943536
28238,9796.20379127
1042,1110.34708027
67745,7613.2115482
3788,1250.91099157
264,4439.28638944
25334,2859.88060588
3966,5428.78244007
27318251,9208.57531925
101827,1094.11084013
60691,2112.74105468
219,1558.9890447
333,1763.20378564
807,5345.90107825
421,17486.1492471
19600,11384.9213522
199,661.629184718
11573,3298.97449681
303,7936.44875059
2408,3461.36770643
19373,12610.1940119
1431,1675.71154971
11351,2823.65518793
943,549.200720236
947,12280.2095983
65466,2770.37504588
1147,2250.36942098
10136,1062.25805831
284,2482.0356952
3891212,7497.92960015
3875,4458.69242656
514,3182.96629456
2306,1638.78769901
787739,5990.25383282
18597,1733.52899148
308,5164.13632042
12199,1663.43363677
8047,2984.94798443
8159,3186.77528983
304982,6620.23373274
582,2764.78667462
206711,4878.99344643
2627,3340.97526039
463,1232.3267002
681,1259.41004472
3302,869.28578561
255751,7422.6478601
257043,364.849878677
391,1317.72231112
1768912,14278.7569943
1965,2302.3555655
517,2298.54899565
296,5494.27494048
422,1771.46804742
45894166,8376.81263295
1181,1147.84814967
241,69.5474074458
1618,1810.6249622
363,7381.96249743
12720,3843.32588667
480,891.653172693
515,1167.89247127
420,1120.64604283
2676,3600.35100123
382,1931.84816613
232,6141.36196127
946,2561.74702215
417,677.679463191
26442,3570.37907933
15177,8028.30646297
1331,1580.07144549
502,1472.08750834
15805751,5089.78521644
102,2503.16833977
1454,691.14082851
645,773.940554742
40248,3999.11230175
259322,1272.54859879
3988,3744.19357005
739,5188.77797975
1208,410.471223153
254,593.151530723
1882,636.029285194
307,1691.37662706
2404,1374.59381803
176,3089.7229829
1735,1159.57683837
346,5248.95655188
174,619.412058639
7764,15818.134241
151,667.677096958
1456,1471.42840208
1295,459.396875519
1980,1143.87737376
4420,1743.47228831
1471,13408.017903
142,1126.05172296
17576,21997.9916949
28937,1217.91579145
1542,1842.21179151
602,309.033090015
59884,3212.4364227
3094,3308.50389208
12516,9355.19250015
2719,4713.40768259
1034,1622.16939601
6888,2892.69028099
2754,2980.21060089
549,1559.8280988
7115,7534.09538191
307,329.12409129
1657,1539.07221892
2512,5620.28149542
196,3211.82358624
2525219,10180.5513458
452,1299.47903048
5009,2156.69772704
1173,4832.17931385
3387,1456.70971582
12218,3236.29479911
1236,6858.69221167
2120,2970.81860092
190,7050.83847721
1486,7038.34422461
1820,8808.88339744
68308,16085.8640608
2222961,3279.67036824
7753,5613.28493861
11217,1414.28219832
1845,2397.16652498
8037,5081.9364426
7759,8100.25590217
618,3446.19299546
5600,2640.6354308
4812,1180.87188708
840586,5409.75276343
19067,3633.42612503
109,690.437530158
774,4122.82340312
57594,3072.01259496
350303,14032.7825857
1420,1610.58220026
38212,4622.29157937
5911,5481.11826365
785,821.453905603
245,2147.80315436
478,241.57896573
577,828.210758507
16580,1752.14662841
3027,1178.39077163
591,2102.93997457
71422,3184.91836897
477,56.794683225
374,338.487054101
946,2173.40367049
584,1075.29709456
165,1423.24466048
911,1011.31262679
739,1284.79463887
4354,4343.35751445
38086,3200.53787642
271,8092.85282082
1301,545.080483194
405,3384.83468023
5631,5797.70139293
3627,6480.5736697
1818,4255.26390344
80853,8229.80027877
1085101,10911.5359383
1029,5961.33843747
89132,6177.24189438
620462,6222.6211487
176,1077.67878017
3249217,6646.06620651
402,1132.37925831
664,1309.81805936
441,1890.73259287
1606,-0.581652678313
4599,1564.63439852
43950,6998.14165775
75,581.355556451
138,8465.75030149
231089,3243.42563854
252527,9931.48242298
264,650.807882405
320,1401.08089827
826,2193.15043468
302,996.624881326
223,-822.164494114
2997,1279.97108785
776,694.324074825
1740,1239.31759646
991,4968.22772383
35676913,4166.52087036
2496,8037.28919727
1964,706.614870342
2527237,11537.4664383
862,3854.24408095
316,2360.86765179
181,635.098039743
1553,713.656070349
2051,1575.18320716
3457,854.843857495
1787,2617.87132756
61826,4654.03646795
18003,3953.34884241
171,1781.82092964
