actual,predicted
940,2848.82839793
4089,1843.81672433
433,1010.48156679
155,2720.25980568
372,1148.77978135
1930,2313.16595224
416,2049.74353138
271,1707.13342273
5608,2840.29528521
627,1543.87810261
134,1575.83642041
336,1509.24790315
2072,2789.50420996
8529,2874.39631017
6725,2944.2499948
45675,3215.40673045
3957,1534.58491089
8298,3166.24593342
316,1857.92681099
669,1223.81098297
455675,4041.44745055
1249,2679.63724013
618,3382.55183673
1495,1629.08335757
1090,1078.02309426
3148,2588.43469789
3387,1674.64021459
1251,2826.65720532
746,1765.4380565
188,1401.91019701
1031,467.213753399
698476,2654.23488113
372,1609.64967264
8166,3340.65720532
5675,2823.9834532
3430,1824.23637679
410,2586.43409675
834,374.086647932
245,1711.5753765
2311,2758.80560464
764,2393.76405603
231,1292.15780098
3419,700.955170523
1829,2625.44100155
319,1769.93939576
1817,1155.93751738
521,1438.25022033
979,1267.3587335
7896,2308.83120989
7410,2027.39061734
322,2604.95219895
1203,2037.27900228
23066,2788.93856877
229854,2888.57879563
664087,3597.73048255
530900,2273.83010051
1162,2212.35365154
873,2358.69643609
1435,1399.83282843
72891,3776.91453595
3609,2094.41409232
542,1317.58719137
927,1433.58031488
395,2221.61737304
715,1634.92021546
728,2915.9231765
39331,2333.84368041
224667,4009.07678823
329,4532.99040742
764,988.88513389
574,1708.08248583
991,2800.65720532
6763,2693.98739467
3440,299.26799695
291,1577.83497944
7401,2786.3194755
949,914.446430174
267,1127.12911362
1528,3585.30427135
13039,2167.11690505
511191,1811.5975728
2362,1708.79369926
1725,2276.31363926
41473,3499.51401985
4500,1682.28556706
1466635,3160.93333656
28020,1593.57346963
923,2064.22925446
110,2331.04937737
841,2662.76779568
185,168.024988363
456,3288.68419904
11076,3262.06333366
228,1544.49895316
4055,2285.10079575
697130,1668.84353558
688,3632.51573843
186571,5117.65189165
59,1221.29052624
164,2735.13852299
11900,765.020218097
235210,2773.24097391
2886061,3030.36719592
2835,1995.38992533
43520,2722.03331257
281,1865.99324017
1742,1690.33217346
10888,1674.28576097
1071,2622.89985401
5411,1991.54982135
318,471.826751288
633,1155.85888089
602,1151.92732208
173,1457.54130088
436,3012.43530026
58341,3568.32640352
558,1282.01719082
409,738.55928936
895,2108.85677227
8624,1887.44576259
98,1466.97895463
69,554.756331484
4043,2616.86655405
4674,2941.19779512
499,2018.47993287
0,2650.74516143
119028,2241.1651934
563,2905.97207923
3683,1317.56953318
2022,1484.66647199
147909,2725.12933608
9159822,2800.87864418
23481,3431.91201676
287,1542.99292016
6631,2700.90903157
3502,3327.32975836
448,2336.16792416
472609,3361.4725039
41888920,2971.77715851
319,1244.68725671
40180,4467.08335004
1001,2659.15129984
220,1660.98074275
733,2844.51869487
45744,3228.39990494
8555,1974.42076125
228,1966.34415371
19818,1068.74484586
153,1876.51446851
191,1098.068934
1919,2088.6546359
16374,2592.40752345
131960,3097.56263753
821,2944.65720532
2021,3026.61936678
31164,301.856734313
1562,2585.65720532
6152,2382.72673483
10886,868.81672494
917,2778.32198197
1725,2639.82519062
514,2170.45304943
446,2022.17209171
42384,2142.4786427
13077004,3064.0064094
317,1805.58627452
6271,2917.43091492
1675,1583.95344563
3409,2545.66130572
1507,3366.27233198
