actual,predicted
5123,1861.63025469
1708,987.116176139
226,1390.63829069
1131704,2335.61512477
410,3171.25440034
148,999.369076375
87,1075.99805947
2064,3810.64234574
44436,2011.79956725
58867,2992.19233381
2523,2632.44546154
23606,2892.39405645
6747,2055.68007552
359,1889.97305978
1605,2226.16512331
156,815.189076843
30034,2950.19537236
17636,1916.68060019
769209,3112.88341894
1248,2545.16389471
6075,1668.37237284
544,1323.57208073
11605,2837.13989113
689,2011.74424938
4596,4263.69023956
15231,1834.97107314
210,1773.49531964
16831,2734.25048329
507,1967.82738583
1176,2605.83424841
2437,3951.60826028
489,1781.12406243
62276,2733.82332351
4787,2829.10336245
128811,3740.31356512
10083,2618.78578001
395,2966.01409331
240,2423.62932176
1432,3196.14311288
1271145,2592.29062268
273,840.6150718
141,1771.39368405
119842,2244.1865141
27116,2946.65720532
646,2892.30366582
11458813,2692.0421406
51956,3015.08969173
149384,2564.15400196
408,1687.90362114
4776,2523.68089661
664,2000.10510183
7275,2245.59053017
714,2093.07672031
3753,2879.03790918
9884,587.783929294
7267,2493.73054233
1944,2872.83722665
3365,2659.80421559
262,825.845255101
1440,2220.81974921
663485,2734.84245274
244,1999.88006947
6476,937.785239769
363,3088.05151787
3769418,3085.8763717
655,2433.30237159
19777,2572.75314772
2462,2156.79226451
4418,3652.07770261
2060,1574.23699989
1354,2710.34211889
5435,2654.8229438
554,2037.38490337
187,2702.06984457
4565594,3822.97549141
858,2387.30354381
2087,1916.67365479
1797,1079.54727199
95,1626.06302538
101314,3344.42485074
253,1976.86615402
3989,1765.37403298
69273,3254.06347829
1304,861.08453171
15435,1408.0929834
8045,1293.02861843
134154,3257.5074291
909,2080.51845415
1216,1672.22440396
100,1717.53151176
331164,1840.98402949
4216,2869.06314043
1654,1281.96789367
229,2365.34208046
754886,2571.2545947
592966,1045.25845354
323084,2908.65720532
447287,3624.82623954
564,2120.95569335
79971,1884.15904629
348,602.723166843
7044,1988.85653571
81352,2060.85436893
15911,2443.32175563
166389,2592.84918946
704,565.524154063
55167,5699.76081858
1230,751.461969835
64750,1898.95343153
157,2622.31829202
219750,2207.3126654
895104,1458.59972868
92495,1983.47512096
501,2788.65720532
259,553.34086043
273,2497.03058205
343,2949.53276994
138,2005.68856137
572,822.500527225
205,1866.67804848
108,1338.66135446
379,1123.58317395
1438,2779.37879799
410,1327.15466747
90354,2717.55746859
1044,2921.75012339
26868837,2307.22281744
1974363,2819.57804384
4386,1816.53139026
56569,2244.12425299
927,3066.50302556
2389,1142.41448126
33746,3832.55881552
3865,2449.22281744
198,2253.93255402
621,1166.24399171
110300,2457.10218825
845,1870.70052932
297,1287.60936485
937,2876.2903033
580727,1914.46648012
39691,2861.85482227
544,1774.82864143
259,2829.0322086
213,1699.62576003
1336,4436.72281464
1755,2322.32752887
2660,2499.36033314
126,2956.0870509
191559,2836.80087577
6907183,2226.11547992
201,2716.79962555
3516,1780.41598271
600,2660.25027066
72397,2398.22281744
334,804.927068343
181,1617.95971396
1677,1432.50961476
565,2026.2764793
15285,2308.60884736
180125,2719.94500795
4860,917.390693883
454,1579.57403731
636,2867.55147562
76,2679.03683823
298,2068.56153212
1298,1949.76134194
884,1850.70188572
65548,2708.24819092
1571,2755.88321681
4026222,2844.74627894
58257,2948.71093411
7584,2614.41081164
687,2427.50836822
9965,2751.62510671
150,1462.65891016
337,1312.6939817
43346,3329.09163888
2106,3087.51856015
282,1896.86037223
348,2944.12993298
181,2471.78306073
1409,771.414800628
35668,2980.80577051
42949,2335.37759398
591,-39.5005292509
685,934.11562432
388,2161.75172064
1347,2079.30722598
317,1965.0313017
3125,2486.12056575
314,3068.05592497
1101,2805.13139865
5456,2138.33755382
242,1199.64493642
1486,2795.48020688
193530,3705.53579253
369841,2941.82046693
5734,2837.26694924
4769,2748.36586488
417,3194.37508015
11480,4159.87915041
11457806,1952.75419633
1100431,1801.45782054
8203,2783.51401985
5611,2506.68670142
8721,3030.73671733
412529,1488.85012464
76157,2636.42440262
513,2638.26300912
471,974.287964198
19547,1594.71223325
363,2355.97399611
147,2017.83323027
138,1669.44251454
169146,810.232247399
276,2903.16158822
649,2059.66095754
3036,2861.30795782
389,2662.73054435
20590,3838.52465562
8202,2823.24097391
4241,2836.07874382
91,1514.52278505
176,1155.53791764
501,1752.64274124
4315206,2768.31444273
3042484,1992.30279636
86,1376.03023571
529,1670.64306795
2212,1733.65003872
262,1684.23016129
119,2002.61135671
227,1027.27659018
33095,2449.59351688
550,2869.65720532
2216,2159.76877232
723,1408.06698144
342117,5951.01559951
1574,1067.56719071
154,484.974441578
691,2615.86896784
335,2054.21681618
43198,2767.66276823
178,1304.47130421
498,123.984108113
65970,2798.65720532
2009,1975.13207411
1855,1022.86424394
23221460,2142.65553693
662,2931.4610303
32425,2192.90473184
5644,1773.10430763
7583,2849.41426604
25998,1684.10624733
32301010,2732.38054507
1529,1578.00313465
2853,2505.79432457
254,1475.54130088
592,1518.6480738
5364,3561.18311049
1355,2048.82009852
2592,2725.74365738
2529,2747.14965112
421774,2828.79148317
36038,2311.27084614
187,2438.65189806
1609,2465.06104563
0,3537.26053007
9045680,884.259501915
789,3139.07331092
1832,2735.59914781
10946,1742.13330444
429,1450.52938201
13725689,2597.17983229
84236,3349.29822024
5646675,2937.88656331
73179,3675.2237345
831,1418.08523209
250,2635.77113502
632,1372.63933209
5392,1491.63530162
4847853,3401.31766928
7196,2435.46024484
4242,2037.29391943
1052,1504.53434432
72209,4304.57385412
1864,1607.05636347
1912,2990.36101025
2844,2519.52152903
289,1236.42557157
146184,1679.96873795
87,1571.21043667
2645,1677.79970453
1546,2653.53773075
2624,3612.66502357
4582,2627.68289524
1331,2874.13057167
3720,2568.12416916
218,2065.52692562
24514,2461.07189302
448,1387.02093322
167,1949.40187994
8190,2414.22281744
7510,3103.80672447
8679,433.55179583
13265,1566.02266875
1583,1886.15515829
413,1872.97277369
62432,2946.64050214
207,1945.85283663
1826,4199.63583872
800,1566.29419499
100,1847.34301172
26481,2951.04376422
119122,2806.65720532
783989,3986.43593046
122,2821.83579404
1047498,3516.09003526
1614357,2507.24132049
1754,2091.09690323
617,3412.38407734
21589,3004.55660029
225866,3340.52144352
8491,2614.75572195
1418,2312.84855473
496858,3106.05696031
396,767.751329845
539,1569.77848753
59074,2095.81422659
620,1946.03046767
4119,1740.39893776
16576,2313.06673632
365,1356.55540161
285,2529.82087148
106546,1459.16813392
1158,1811.51442536
359,1613.43065374
9285,1955.03058205
347,1074.27389295
1609,2393.92737962
770,1380.0472999
2155,1594.80072893
66320214,1722.84072367
340,2019.86787375
634,1484.79970453
72050,3257.36261861
9354,2207.56663295
2186,2719.61894879
970,-120.212703073
420,1787.211109
947,2361.69616198
378,2547.4427399
198,764.622223168
179,635.830070354
274,1090.10766811
63573,2604.34132624
