actual,predicted
4122,197.346108565
5248,5433.76081858
877,2821.0691117
374,1608.11122651
785,2206.51326891
683,445.788845795
974778,3024.15748756
2489,2629.90663654
1357,3115.3155308
29639,1743.01333052
699,1379.5348747
30516,159.232193407
512,986.438256211
58150,1771.71222063
335,1605.1207578
1438,1703.45782054
4894,916.428197957
461,1741.41937616
3105,1686.68006738
168,3045.49730117
2076,1130.43848142
41817,3059.17921949
1132,104.082544329
4418,2843.33709476
522,2380.73444983
5846,1842.35126396
125,2119.39080977
11848,2924.27248811
3615,2702.83331206
598,2514.49214871
239,2363.12601354
373,2014.04525829
3377,1499.70848675
8820931,2434.49545276
1641,1493.75791884
95203818,2097.84838657
4583,3887.98089512
1175,1697.34655855
4250,2081.83403479
125,2074.20045424
10621,3653.47531352
0,2822.15875222
2575,1502.20706589
992,203.325237946
29103,2120.76288443
3399,2919.98025708
6774,2887.13286616
7144,2457.71972925
2378,2323.86304464
562,2318.80735634
58320,1690.50715183
1692,2852.23116321
12584,2870.68251646
1153,1025.85575362
169247,2156.19053477
2425217,1625.17910688
34724,3288.82351076
300,1745.0408654
155,638.298234469
265,1130.59706806
260,1473.30357796
2641,2359.31974515
23748,2685.24029074
21435,3338.6491419
6224,1673.04666934
104537,3087.7372382
2971,3018.0960686
113,1549.71912719
10933,2320.85688309
576,1900.64304456
1437,2037.92799717
4427,2227.62862635
2610,2278.50597501
3754,2135.16389471
2611,2876.10443311
434,2242.30265877
829,2873.65296869
421,2620.75197351
912,2101.65134219
30808,2285.53995184
57617474,2952.65720532
653,1599.42734325
3010795,2758.26814715
584,2772.06182731
88834,2767.44329848
365,1932.03058205
508,3346.67692687
564,2716.2572164
798,2635.67307517
383885,3354.06698756
2869,2871.17054234
10224,2407.00121096
149,1126.86765727
318,1700.27669333
420484,2905.91295745
339,2025.84131956
5050,2784.66331446
12300,2841.91270553
1332,2374.0075042
961,2420.6929446
104399,2815.69115659
71850,2837.65720532
169,1947.14404835
466,1483.80796686
316,3558.22431265
77215,2293.93137256
279,2252.29462992
599,1317.89567738
244531,2962.66360644
212,1030.83442712
670,1155.99542003
832,1171.12516798
30027,2662.62626841
2977,2631.69239226
44971,3348.93531991
6447,1971.14009252
2596,3350.81158687
3395,2562.07126787
2958,2677.92913794
109,1756.77926159
173,1845.0681489
55452,3753.01459915
120335,3130.32545627
2012,2248.3207815
430,2411.52929589
58851,4495.97106207
1718,2326.002504
387,2232.96939645
258,2723.3959379
617,2062.59066205
590532,2695.51662219
266,1191.43947148
5931431,2439.46609478
270,529.451911508
14466,2305.46726014
372,2788.71820434
898,2822.98968069
23611,2047.68279975
7255,3027.79655965
608,2300.44323992
31573,1093.84342174
3217,2819.93549671
1140,3225.52703123
297,2071.9407848
174,3526.88122221
990,1920.68513287
25500,1432.65949272
276,2223.55734054
456,1048.01620538
800,2008.35942314
296,3048.98595606
86,2352.50152609
620,2211.03058205
3715,2888.93372105
53965,2202.94094173
346,3178.28078902
10622,2205.32488144
1140,2249.09093208
308456,3492.27408259
2003,3406.73475326
1893,1806.048861
