actual,predicted
1458,375286.456297
2905,356837.970989
89205,592019.042761
13834,472469.833096
30886,460330.482794
3436,-130881.933585
53657,759581.235563
1132,632214.235393
28370,1411805.26844
2010,939950.129467
780,414867.435045
4558,614257.467085
972563,1574879.07598
3179,415049.353083
214,753060.704316
562,822747.729655
3549,256819.585559
763843,-136410.218179
2573,882966.059894
0,2222054.57143
146,1183741.65342
1921,509702.05727
4554,271902.730126
323,-63723.5188664
7942,451200.390349
17071,1102817.46445
71886,767484.373521
512,574598.497085
413,1659405.84239
14285,1012966.27339
304,1264720.21255
516,833062.170761
2866,1056658.0832
100258,2405798.5463
7568,948933.275054
442,663368.185985
83477,580293.309242
99999,1614753.60992
926,23733.7333463
703859,1266153.66809
990,611357.399164
179915,983890.26622
1384,228266.21405
187137,929456.627233
527,693466.646871
38232,1540223.9549
4003,474256.168206
7399,763071.084297
1071,198401.278514
90506,1605679.07907
2402980,2017159.10551
1500,756039.723169
1090,763922.595705
12000,1103153.74223
4822,346425.928027
354520,-318977.083619
4677318,1435442.49914
862,484411.510775
763,643987.80117
1270,230295.978618
1463,110293.544188
1959,308028.600109
5171,786506.710686
44007,703605.018464
1889,1128398.14212
273,1705569.04839
20708,170337.83168
286070,242128.671905
4290,271999.553935
2217,-320582.952718
34067,2731591.81924
385,-143321.804958
192,1615244.57516
4985,671432.570466
37302901,1595174.19346
3734,413623.16249
13403,1403575.70509
536313,1681367.56265
6076914,3211289.18277
17397,690418.69477
1573,1129822.51063
1824883,1215751.74312
3058116,996306.997523
1187,2405092.8125
3735,270671.378767
253,902473.244228
4344,310149.395251
1821,122109.810236
66,374026.945497
1486,452973.077976
1024063,1382255.24432
2337,-357528.513486
918,653217.635207
903,383158.491864
2891,87235.9278679
792368,751933.05252
781,170272.029085
275069,783680.841164
436,580852.655523
139259,452602.874921
361,1607825.69015
4949,874284.724111
503963,178884.093325
95095,307269.462804
2392890,1661260.37093
2435,456490.732468
57270,753328.704933
8770,1110249.72003
307,-257841.177773
154567,720279.528991
2004,2042755.73461
274,204344.203993
31536,723547.019108
5211,1129119.77028
31544152,660778.551362
110,22705.2154006
402,925284.448845
180629,526037.71291
443,113288.569746
551,575591.646051
97,139516.389564
52685,854058.744784
3032,-115260.90094
23851,833866.075551
61,62272.5438528
9434368,2009576.98464
756283,1322951.87183
6988,1105033.94
1428,1649793.35804
485,163756.502904
1931,-269948.714664
25917,379304.076288
173385,968233.72748
178,1329563.73185
4594,966318.500068
205,184338.894681
11601,630645.055764
293,1586105.00124
2857,686321.989986
254,774756.308605
76652,851900.009327
1731,316527.438481
15535,935408.222773
1686,-128432.071915
382,615934.232044
864,492919.513916
1972,994500.170929
547,536418.588647
7366,552318.92019
78753,1269450.911
444,276484.504636
445,675762.279361
256353,1108795.95842
35214,919018.474906
1974,-371451.833517
404,603829.61249
82314,1776690.15296
2474,371082.967931
4051,-122244.896006
40048,1637566.36491
24868,623771.439298
4235062,797703.754042
25774,406974.708222
257,389118.51463
87169,1120415.04543
2860,1051749.83816
224,73254.0937858
7760,240588.009248
276,697422.10896
571,-313518.507803
172,-30454.2311021
358,292413.266762
603,588794.882638
406,571591.105967
70,792125.608398
700,-137548.852884
1491,1997529.63998
57631,452515.766727
2192,583406.653123
506,2736572.98319
5076205,1594422.25846
281,2498276.06186
1090,252703.41761
1337,1616517.82902
9844871,1024541.44265
138,335352.320312
188,254259.757882
1900,-335323.72818
31806812,1154520.99624
420,377808.297712
55123,296062.994181
861,104609.129086
887,684232.126491
747,603731.069993
37,1040624.85243
455,1003376.63535
1394,522655.004997
1377,757181.700132
