actual,predicted
2608374,934274.175714
4493,106800.035666
1295,245683.684803
965733,1024389.62717
437409,973484.534923
4532,587620.01228
22560,1061389.99095
219,258129.375005
654,1225302.54641
61504,572350.383966
442747,398520.915393
1474,551001.173969
696,556192.656338
1152,358092.864182
90746,1156526.51166
170,203583.895751
583,77707.2837003
2224,893899.220029
335,1721007.5763
95,286378.888204
1635,168865.262156
150,617612.365767
3715,916595.537519
20099938,1287583.62818
3933,130722.759095
1932,205475.969188
1034,939061.400742
7876,2988150.11335
1396,77088.1829319
54966,1113883.18405
934,397160.675337
764,706627.088014
148426,2917388.29065
471,250357.399562
49228,453712.208104
1796,1410735.04198
501196,797310.457907
959,2603168.37581
12459,477274.428831
6309,479416.822507
2937,558445.497767
16853812,702354.01954
53354,1017699.62192
4363,506444.460619
197,1007241.86173
209,346778.372482
640,-78086.4782987
163,520854.317607
2882,-224028.669195
230,126716.040901
2471,1342992.28217
392,1356141.14893
521,623957.487175
69022,1464780.24214
4566,1994779.71331
3844,1004616.30045
1063,530172.961817
1852528,773397.638302
171901,795373.751552
359576,777744.45309
247,-135327.701333
1701,472814.145652
274,-217694.227368
71,481620.318223
51416,789195.814094
480,1606743.47503
28780,831188.8604
1653,841422.417208
6846,381379.101955
619,79120.1497659
8133304,931431.490823
377,511174.167986
339,540953.140403
774,648947.231605
3368,569854.609224
1193,768663.847328
23117713,689942.89728
4595,1242491.07399
19719,1096221.2103
236,288690.352097
431104,1858576.88646
1361,346112.957594
1001,911718.90136
186,291908.201015
933,2205038.115
1305,1665327.30605
2135,370808.135203
19451,284087.152784
232,798221.058319
106876,454922.218609
1537,1725576.47707
664,235116.34975
27694,538276.757675
755361,1567044.46289
328,416416.542553
557103,587956.493559
81,352179.531772
863,344825.494823
3593,769964.967731
33008,1619358.63809
2405,370404.70248
11363,865602.373155
1727,285346.891398
850,547159.465482
401,334441.582127
135,817922.740879
621,486581.795316
2714,1425304.01891
270,107233.078874
2108,1474713.82879
1418,167144.45351
138333,1103433.49762
5726,1079486.24281
3836099,428084.67424
104726,623868.426915
119,16939.3881989
92164,121689.209503
162,-287739.972525
1472,-145961.242613
403,1349442.18147
4728,907179.574377
17298,1064377.11305
6948,1031655.31504
10141,681153.123174
571,-10057.2113619
1495,178433.163316
66679,542062.063847
24263,941397.29526
34404,1216035.44836
