actual,predicted
516,1103776.6739
2165,310801.230976
2338,1172418.80025
1534,425266.306367
1518,852757.57569
4800,557634.304697
1191,-169299.032209
24503,633657.832233
662,609197.875515
1460,2074830.76139
474,891651.367276
8809149,876688.161091
10371,665367.367867
7775,453815.197528
608,678388.457881
221,-403743.693713
949,-38253.5621137
286,1603530.97581
217,559639.194877
225,988250.773185
122,330644.884314
18289,1465593.94046
2426,435150.127918
2931,856425.125039
1228,533826.333188
2085,660460.062799
377397,324494.589011
139,1002969.12616
7806,808776.578423
9292,94251.0646801
222,483877.298984
10511,825539.093086
111247,1392513.80263
104082,1148355.32603
2031200,874533.837351
568,1020983.91756
587090,103746.054045
83953,1430000.88285
30169,590133.720178
19815,964189.491277
877,427084.607982
312737,339800.138247
685,314388.481591
3120,1993151.14451
48032,711622.201716
14243,156723.653461
153,768815.03528
771,1349684.85125
1077,1586875.89033
510,2153151.70487
371,1205184.53428
1685,185718.801635
589,-535914.587943
375,-379080.627269
250,1210399.62774
418,944439.773125
185,590338.376151
195,-93184.9042305
22508,848320.112843
1160,186101.360188
81582,1116751.07317
1992,1566742.04303
61872,824975.158789
283,555932.90634
1426,-630210.334862
3649,445241.14562
9185,151105.019788
31022,1673237.8451
136,389113.20614
537,833638.556816
130,343804.009629
84507,900311.374238
6704,-305755.903222
10631,-451527.271343
350416,885388.849312
3471,1302209.53859
216,772587.680304
611,969077.828638
509,810160.617737
330,1112577.46081
534,429485.081836
131,94583.4213768
259,698986.446315
43831,354433.402627
10211,1460508.82646
4189037,1066440.20014
945,853946.080789
255,1195723.29709
464,798040.443789
58630,1013477.29598
540116,612038.943705
269,631579.366685
2295,739882.129838
265,114766.802408
405251,512370.900833
384,2187406.41901
20313,1010814.10472
2520,219462.065055
21780,131954.162886
12729,1280165.02071
884,948862.0383
342,1019744.02833
11336562,798394.228749
151,73282.706929
85086,1071463.13954
19886250,1110896.57779
6987,94632.2274573
1237,807586.863741
25469,1038820.65426
1298,1131766.08165
2220,186263.35006
855,777978.403291
3392,658864.166443
51673,17593.1920459
443,409721.697498
619423,967875.627026
605,914121.263124
1077,1706822.11275
224,762944.605954
492,-143385.93656
266,320924.156501
361,52660.8713724
4451,1490591.49891
4999,807480.310981
1664,633362.334394
165,955542.745246
14098,897518.642087
113,203476.237658
849,1316939.20516
1258,264863.794578
31292,1093782.41347
40526425,1034991.09224
2677,398354.295811
544,-56054.954955
2066946,2306648.29467
584,931043.324218
274526,-143189.305739
2538,1056102.01562
130,576076.113224
1666,928204.484761
5178,2546938.97718
64624,487836.239364
17802,170307.758644
563,862319.367224
565,484359.044242
1176,335564.85348
83740,672952.955735
835,579672.043931
215,533277.329657
745,1305706.44703
816749,4166768.52948
81544,1155814.07527
1729,262102.419756
327,385882.950636
792,850783.546911
336,-171651.661129
1337627,1328206.38846
1487,57348.9443145
11773,1420029.63846
5545,276054.467263
174,115125.829793
1628,700014.336151
341,860665.025653
3636,375807.335499
356948,1595808.54286
1307,-76520.139293
456,406086.010497
420,94775.1903971
1957,1163201.23819
688,1502556.52851
4476,397227.937697
188,321219.231858
34361,1595692.62519
283,1143823.3895
362286,1631599.12047
753,250333.925
1076,97383.9283864
4714,119377.344063
24352,71480.8305442
241,422821.749216
456,-420875.028651
837,492686.685178
3672,651120.442377
144,342811.156379
1053,753036.835537
333,51198.9978837
400,2160836.12685
63689,485270.325276
282,1701423.32315
10257,496929.121435
820,138940.785154
107082,668778.644846
2444,1729608.16605
104410,942948.36601
1367,226231.238849
862,-134272.207787
937,552097.994675
371,437653.609289
3900,1608414.67891
424,465098.577734
219,-293675.650197
11555,372222.209298
192,1632515.01113
2669,283412.137697
388,438364.359049
2078,270870.741758
2819,133174.705581
1592,528243.326023
892,367458.0909
291,189044.762183
162,1974346.9833
319,1017904.98159
2655,1134636.2978
226,-75610.0724242
96543,1425836.44133
14424474,798940.265656
6295780,909544.317242
5388,759478.980524
2306,384382.523412
61481,1432796.12865
46651,-420692.543044
137,144924.213412
115,1131370.64342
377,813767.356501
3812,853707.805414
339,592872.887139
100118,508326.133116
326,160929.246437
906,603038.117898
1168,939223.758385
519092,828999.330474
502,270171.162995
152,493708.329469
5826,-195712.052263
1067,-28889.8753992
9053,592113.93586
697128,570555.597545
23563626,1238403.69325
653,-51634.6163496
327,833555.068426
336,183971.013829
4105,1595175.31405
481,698116.100116
834,-73765.4468551
82282,252527.777761
411,403223.28436
1470,-95915.3997945
1161,680081.86764
164,266286.396855
161,599596.477468
1288,2062058.88703
18498,1859896.30669
57018,830393.075475
273,4804.45029232
88876,1413908.62457
712,1459003.06103
3312,515247.202067
8333,1056350.86426
1600,1444202.99679
579,-211203.239922
191223,896127.942368
2649,319582.52299
17358,1239656.95804
45343185,153387.2304
892112,390636.61813
9539,473577.545798
38857,550181.008792
1608,1924128.60221
2540,60806.3199305
1725,-113469.673932
6187,469548.646418
86561,390415.700915
13665075,1288792.70746
405,1846595.62758
14354,849245.082425
1103,1896808.97701
1171,1524776.32252
684,377614.510648
381,946525.698935
2004,1045550.00625
96,858662.435588
385,604803.136602
537,995862.763318
2645,1370316.51137
651,-919949.694921
1456,298076.35272
290,696230.307476
2185,965499.348208
502,423122.663338
67276,356758.725768
7171,704566.72312
61,-230592.296729
1455,349834.275837
139,-169521.162654
101194,773564.930272
2222,76759.9048853
